duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
1.000000,1.000000,0.000000,0.000000,0.000000,0.011715,-0.013364,0.006309,-0.001168,2.000000,0.000000,0.000000,0.000000,-0.206797,0.227923,-0.106059,0.019470,0.000000,0.000000,0.000000,0.000000,-0.003633,0.004009,-0.001867,0.000343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,1.003491,0.009713,0.006742,-0.001504,-0.001373,0.001181,-0.000505,0.000090,1.934536,-0.187641,-0.143579,0.012292,0.023365,-0.019682,0.008362,-0.001493,-0.001148,-0.003286,-0.002506,0.000227,0.000413,-0.000347,0.000148,-0.000027,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,1.017836,0.016698,0.000114,-0.002142,0.000102,-0.000046,-0.000037,0.000018,1.626160,-0.403152,-0.069257,0.023915,-0.001873,0.001246,-0.000325,0.000022,-0.006526,-0.006999,-0.001155,0.000442,-0.000029,0.000029,-0.000014,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,1.032543,0.010586,-0.006325,-0.002286,-0.000036,-0.000162,0.000473,-0.000103,1.176737,-0.472976,-0.000700,0.023154,0.000250,0.000388,-0.001388,0.000283,-0.014249,-0.008012,0.000155,0.000465,0.000033,-0.000017,0.000039,-0.000012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,1.034691,-0.007761,-0.010099,0.001783,0.002622,-0.000478,-0.000504,0.000152,0.725748,-0.408319,0.059269,0.010184,-0.008723,0.001994,0.000529,-0.000274,-0.021599,-0.006114,0.001903,0.000774,0.000101,0.000119,-0.000241,0.000060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,1.020407,-0.016465,0.001850,0.002755,-0.001987,0.000327,0.000229,-0.000088,0.380408,-0.282896,0.059599,-0.003788,-0.000418,0.000497,-0.000268,0.000057,-0.024997,-0.000014,0.003665,-0.000352,-0.000818,0.000517,-0.000118,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,1.007029,-0.010051,0.003059,-0.000410,0.000015,0.000106,-0.000082,0.000020,0.153191,-0.175455,0.047881,-0.003846,0.000048,-0.000052,0.000028,-0.000006,-0.022112,0.004899,0.001206,-0.000634,0.000180,-0.000027,-0.000011,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.999686,-0.004924,0.002169,-0.000233,0.000011,-0.000020,0.000012,-0.000003,0.021790,-0.091172,0.036406,-0.003825,-0.000005,0.000005,-0.000003,0.000001,-0.016494,0.005963,0.000051,-0.000237,0.000044,-0.000011,0.000004,-0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.996700,-0.001283,0.001467,-0.000238,-0.000002,0.000003,-0.000002,0.000000,-0.036803,-0.029842,0.024923,-0.003829,-0.000000,0.000001,-0.000001,0.000001,-0.010681,0.005492,-0.000465,-0.000120,0.000021,-0.000001,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.996646,0.000937,0.000754,-0.000236,0.000001,-0.000001,0.000001,-0.000001,-0.045550,0.008521,0.013446,-0.003815,0.000013,-0.000015,0.000017,-0.000011,-0.005754,0.004279,-0.000715,-0.000053,0.000013,-0.000002,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.998100,0.001736,0.000042,-0.000246,-0.000013,0.000007,-0.000015,0.000010,-0.027395,0.023968,0.001950,-0.003961,-0.000193,0.000108,-0.000239,0.000158,-0.002232,0.002732,-0.000816,-0.000024,-0.000003,0.000002,-0.000008,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.999622,0.001047,-0.000716,-0.000175,0.000151,-0.000006,0.000207,-0.000128,-0.005605,0.015420,-0.010287,-0.002913,0.002283,-0.000104,0.003159,-0.001953,-0.000343,0.001022,-0.000872,0.000046,0.000107,0.000001,0.000124,-0.000085,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
