duration,x^0,x^1,x^2,x^3,x^4,x^5,x^6,x^7,y^0,y^1,y^2,y^3,y^4,y^5,y^6,y^7,z^0,z^1,z^2,z^3,z^4,z^5,z^6,z^7,yaw^0,yaw^1,yaw^2,yaw^3,yaw^4,yaw^5,yaw^6,yaw^7,
1.000000,0.705950,0.000000,0.000000,0.000000,-0.029395,0.031611,-0.014552,0.002653,-0.082836,0.000000,0.000000,-0.000000,0.004202,-0.004519,0.002080,-0.000379,1.501700,0.000000,0.000000,-0.000000,0.033967,-0.036528,0.016816,-0.003066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.696266,-0.028268,-0.022831,0.000341,0.003233,-0.002676,0.001125,-0.000200,-0.081452,0.004041,0.003264,-0.000049,-0.000462,0.000383,-0.000161,0.000029,1.512890,0.032665,0.026382,-0.000394,-0.003736,0.003093,-0.001300,0.000231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.646990,-0.068005,-0.016490,0.002024,-0.000259,0.000180,-0.000070,0.000012,-0.074407,0.009722,0.002357,-0.000289,0.000037,-0.000026,0.000010,-0.000002,1.569831,0.078582,0.019054,-0.002339,0.000300,-0.000208,0.000081,-0.000014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.564382,-0.095385,-0.010969,0.001812,0.000017,-0.000010,0.000003,-0.000001,-0.062598,0.013636,0.001568,-0.000259,-0.000002,0.000001,-0.000000,0.000000,1.665286,0.110220,0.012675,-0.002094,-0.000019,0.000011,-0.000004,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.459850,-0.111851,-0.005489,0.001831,-0.000001,0.000000,-0.000000,0.000000,-0.047654,0.015990,0.000785,-0.000262,0.000000,-0.000000,0.000000,-0.000000,1.786076,0.129247,0.006343,-0.002115,0.000001,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.344341,-0.117339,-0.000000,0.001829,0.000000,0.000000,-0.000000,0.000000,-0.031140,0.016775,0.000000,-0.000262,-0.000000,-0.000000,0.000000,-0.000000,1.919551,0.135589,-0.000000,-0.002114,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.228830,-0.111851,0.005489,0.001831,0.000001,-0.000001,0.000001,-0.000001,-0.014626,0.015991,-0.000785,-0.000262,-0.000000,0.000000,-0.000000,0.000000,2.053025,0.129246,-0.006343,-0.002115,-0.000001,0.000002,-0.000001,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.124298,-0.095386,0.010969,0.001812,-0.000017,0.000015,-0.000015,0.000012,0.000319,0.013637,-0.001568,-0.000259,0.000002,-0.000002,0.000002,-0.000002,2.173814,0.110220,-0.012675,-0.002094,0.000019,-0.000018,0.000017,-0.000014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,0.041689,-0.068006,0.016490,0.002024,0.000259,-0.000117,0.000272,-0.000200,0.012130,0.009723,-0.002358,-0.000289,-0.000037,0.000017,-0.000039,0.000029,2.269270,0.078581,-0.019054,-0.002339,-0.000300,0.000136,-0.000314,0.000231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
1.000000,-0.007588,-0.028269,0.022832,0.000341,-0.003233,0.000012,-0.004019,0.002653,0.019175,0.004042,-0.003264,-0.000049,0.000462,-0.000002,0.000575,-0.000379,2.326210,0.032665,-0.026382,-0.000394,0.003736,-0.000014,0.004644,-0.003066,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
